year,month,district,pcode,rfe,ndvi,temp,pdi,tdi,vdi,cdi
2001,4,Qoryooley,2305,142.497,0.393333333,39.35597936,1.3,0.53,0.56,1.11
2001,5,Qoryooley,2305,28.93,0.611333333,31.08832168,1.15,0.83,1.01,1.07
2001,6,Qoryooley,2305,5.705,0.526666667,27.84076598,0.57,1.29,1.15,0.75
2001,7,Qoryooley,2305,0,0.472,29.56475301,0.5,1.23,0.92,0.68
2001,8,Qoryooley,2305,9.209,0.421666667,32.06323742,0.48,1.25,1.2,0.67
2001,9,Qoryooley,2305,0,0.34,36.68935605,0.46,0.96,1.13,0.59
2001,10,Qoryooley,2305,108.278,0.377333333,40.71919545,0.59,0.67,0.66,0.61
2001,11,Qoryooley,2305,81.941,0.624333333,31.06393007,1.07,0.89,1.05,1.03
2001,12,Qoryooley,2305,8.562,0.655,31.78313653,0.88,1.26,1.24,0.98
2002,1,Qoryooley,2305,0.011,0.502333333,36.46179658,0.84,1.34,1.28,0.96
2002,2,Qoryooley,2305,0,0.366,38.93880293,0.92,1.27,1.28,1.01
2002,3,Qoryooley,2305,0.24,0.315,39.82428302,0.82,1.33,1.04,0.95
2002,4,Qoryooley,2305,189,0.382666667,41.07202536,1.45,1.22,0.75,1.39
2002,5,Qoryooley,2305,37.358,0.6,30.26575164,1.3,1.17,1.18,1.27
2002,6,Qoryooley,2305,36.786,0.560333333,28.10206779,1.17,1.36,1.42,1.22
2002,7,Qoryooley,2305,0,0.46,30.24085847,1.26,1.09,1.16,1.22
2002,8,Qoryooley,2305,8.695,0.375333333,34.06416162,0.68,0.62,0.59,0.67
2002,9,Qoryooley,2305,7.3,0.33,36.17162148,1.37,0.93,0.64,1.26
2002,10,Qoryooley,2305,128.861,0.436,36.42010134,1.19,1.38,0.94,1.23
2002,11,Qoryooley,2305,70.535,0.646666667,30.44366813,1.14,1.28,1.23,1.17
2002,12,Qoryooley,2305,62.535,0.641666667,31.3413602,1.66,1.3,1.24,1.57
2003,1,Qoryooley,2305,0,0.501,35.69312646,1.11,1.4,1.28,1.18
2003,2,Qoryooley,2305,2.984,0.374333333,39.05002237,2.49,1.37,1.3,2.21
2003,3,Qoryooley,2305,2.925,0.327666667,40.92427292,1.9,1.22,0.76,1.73
2003,4,Qoryooley,2305,205.075,0.434,39.96605792,1.78,0.72,1.09,1.51
2003,5,Qoryooley,2305,42.07,0.640666667,31.36164883,1.73,1.17,1.41,1.59
2003,6,Qoryooley,2305,94.385,0.571333333,27.65861873,1.88,1.36,1.49,1.75
2003,7,Qoryooley,2305,0.193,0.502333333,29.3608675,1.65,1.26,1.42,1.55
2003,8,Qoryooley,2305,7.118,0.429666667,33.3803905,0.88,0.88,1.28,0.88
2003,9,Qoryooley,2305,1.524,0.349,36.72657043,0.86,0.66,0.69,0.81
2003,10,Qoryooley,2305,38.609,0.328333333,38.68108032,0.5,0.68,0.68,0.54
2003,11,Qoryooley,2305,92.727,0.509,33.8123943,0.87,0.62,0.59,0.8
2003,12,Qoryooley,2305,42.053,0.641666667,32.95798031,1.1,1.06,1.03,1.09
2004,1,Qoryooley,2305,0,0.492666667,37.17652299,1.04,0.91,1.2,1.01
2004,2,Qoryooley,2305,0,0.377666667,40.28557478,0.81,0.61,1.2,0.76
2004,3,Qoryooley,2305,0,0.320666667,40.36944302,0.72,0.89,0.98,0.76
2004,4,Qoryooley,2305,137.358,0.353,39.71831162,1.41,0.93,0.71,1.29
2004,5,Qoryooley,2305,19.957,0.422666667,33.36944551,0.64,0.63,0.63,0.64
2004,6,Qoryooley,2305,9.754,0.436333333,32.00232842,0.53,0.62,0.63,0.55
2004,7,Qoryooley,2305,0.027,0.595666667,28.43000274,0.47,1.19,0.88,0.65
2004,8,Qoryooley,2305,8.102,0.533666667,31.11239272,0.45,1.21,1.17,0.64
2004,9,Qoryooley,2305,9.84,0.395,37.10688017,0.8,1.11,1.29,0.88
2004,10,Qoryooley,2305,100.984,0.434333333,34.78199408,0.82,1.36,1.35,0.95
2004,11,Qoryooley,2305,159.107,0.680666667,27.52442217,1.5,1.34,1.35,1.46
2004,12,Qoryooley,2305,10.647,0.757333333,29.29391633,1.49,1.43,1.46,1.47
2005,1,Qoryooley,2305,0.139,0.648333333,32.01181917,1.15,1.57,1.5,1.26
2005,3,Qoryooley,2305,0.77,0.393666667,37.98048771,1.33,1.71,1.81,1.43
2005,4,Qoryooley,2305,94.171,0.391333333,40.20811232,0.95,0.85,1.57,0.93
2005,5,Qoryooley,2305,71.064,0.526333333,31.93710141,1.17,1.55,0.78,1.27
2005,6,Qoryooley,2305,12.455,0.545,29.36052272,1.17,1.5,0.78,1.25
2005,7,Qoryooley,2305,0,0.474,28.32636839,0.59,1.35,0.98,0.78
2005,8,Qoryooley,2305,0,0.413,32.15524617,0.45,1.27,1.21,0.66
2005,9,Qoryooley,2305,0.011,0.342666667,35.79737841,0.44,1.34,0.63,0.67
2005,10,Qoryooley,2305,15.283,0.395666667,37.84013289,0.28,0.69,0.65,0.38
2005,11,Qoryooley,2305,26.374,0.594,32.08736687,0.15,1.28,1.05,0.44
2005,12,Qoryooley,2305,0,0.528666667,36.12567628,0.14,0.63,0.84,0.26
2006,1,Qoryooley,2305,0,0.408333333,38.70071187,0.19,0.64,0.59,0.3
2006,2,Qoryooley,2305,0,0.335666667,40.0580562,0.21,0.6,1.16,0.31
2006,3,Qoryooley,2305,0.738,0.309,40.97278799,0.19,0.61,0.67,0.3
2006,4,Qoryooley,2305,146.407,0.417,38.83830318,0.91,0.64,1.19,0.84
2006,5,Qoryooley,2305,34.07,0.508,34.68887659,0.58,0.59,0.61,0.58
2006,6,Qoryooley,2305,43.855,0.459666667,30.82783289,1.23,0.61,0.64,1.07
2006,7,Qoryooley,2305,0,0.384666667,30.62001839,0.88,0.58,0.6,0.81
2006,8,Qoryooley,2305,43.161,0.421333333,32.2634632,0.95,1.02,0.96,0.97
2006,9,Qoryooley,2305,0.711,0.486,32.74998687,0.66,1.31,1.26,0.82
2006,10,Qoryooley,2305,162.47,0.519,34.55569013,1.53,1.37,1.33,1.49
2006,11,Qoryooley,2305,129.497,0.703333333,29.28708138,1.96,1.34,1.31,1.81
2006,12,Qoryooley,2305,38.064,0.699,30.83104446,2.22,1.4,1.38,2.01
2007,1,Qoryooley,2305,0.011,0.542,35.04285745,1.48,1.53,1.47,1.5
2007,2,Qoryooley,2305,0,0.414333333,38.94713175,1.51,1.48,1.49,1.5
2007,3,Qoryooley,2305,8.107,0.363666667,39.09926363,1.38,1.5,1.68,1.41
2007,4,Qoryooley,2305,86.984,0.444666667,36.29749659,0.79,1.56,1.67,0.98
2007,5,Qoryooley,2305,59.043,0.614666667,30.10237481,0.62,1.48,1.48,0.83
2007,6,Qoryooley,2305,61.545,0.517333333,29.88837338,1.18,1.44,1.07,1.24
2007,7,Qoryooley,2305,0.749,0.453,29.80009272,1.04,1.32,0.7,1.11
2007,8,Qoryooley,2305,23.251,0.404333333,32.85230217,1.05,1.3,0.62,1.11
2007,9,Qoryooley,2305,7.454,0.356,36.82670719,1.18,0.68,0.66,1.05
2007,10,Qoryooley,2305,75.043,0.439,35.03680173,1.06,1.38,0.95,1.14
2007,11,Qoryooley,2305,71.551,0.627,30.70931006,0.63,1.29,1.23,0.79
2007,12,Qoryooley,2305,7.968,0.573333333,34.06297836,0.56,0.65,1.06,0.58
2008,1,Qoryooley,2305,0.326,0.444333333,37.44980775,1.3,0.68,0.62,1.14
2008,2,Qoryooley,2305,0.005,0.352666667,38.08610255,0.75,1.32,1.24,0.9
2008,3,Qoryooley,2305,2.027,0.318,40.90880768,0.65,0.69,0.72,0.66
2008,4,Qoryooley,2305,53.3,0.315333333,40.0996217,0.41,0.68,0.69,0.48
2008,5,Qoryooley,2305,78.765,0.375,35.62333126,0.65,0.62,0.58,0.64
2008,6,Qoryooley,2305,57.117,0.541333333,26.20332698,1.21,1.13,0.61,1.19
2008,7,Qoryooley,2305,1.957,0.582333333,25.5458335,0.76,1.29,1.24,0.89
2008,8,Qoryooley,2305,40.443,0.502333333,30.87335049,1.02,1.28,1.16,1.09
2008,9,Qoryooley,2305,24.128,0.527333333,32.13544452,1.26,1.43,1.34,1.3
2008,10,Qoryooley,2305,104.053,0.585,31.95780752,1.65,1.54,1.49,1.62
2008,11,Qoryooley,2305,34.161,0.563666667,34.82733063,0.96,1.02,1.02,0.98
2008,12,Qoryooley,2305,0,0.431666667,37.37836776,0.61,0.69,0.68,0.63
2009,1,Qoryooley,2305,0,0.351333333,38.57498299,0.82,0.69,0.65,0.78
2009,2,Qoryooley,2305,8.578,0.328,39.28681968,1.58,0.92,1.08,1.42
2009,3,Qoryooley,2305,0.107,0.322333333,40.8516346,0.87,0.64,0.95,0.81
2009,4,Qoryooley,2305,102.117,0.408666667,38.14778706,0.44,0.88,0.9,0.55
2009,5,Qoryooley,2305,71.161,0.616333333,30.09720781,1.17,1.26,1.19,1.19
2009,6,Qoryooley,2305,11.605,0.629,29.34334523,0.61,1.34,1.39,0.79
2009,7,Qoryooley,2305,0.764,0.529,29.50185753,0.54,1.28,1.41,0.72
2009,8,Qoryooley,2305,0.128,0.433,33.42802994,0.47,0.89,1.29,0.58
2009,9,Qoryooley,2305,0.011,0.35,36.85989587,0.46,0.67,1.21,0.51
2009,10,Qoryooley,2305,147.406,0.437333333,38.50799112,0.88,0.67,1.01,0.83
2009,11,Qoryooley,2305,42.326,0.659,31.46765103,0.75,1.24,1.33,0.87
2009,12,Qoryooley,2305,33.294,0.599333333,33.08151976,0.95,1.25,1.29,1.02
2010,1,Qoryooley,2305,0,0.458,36.73316189,0.89,1.32,1.28,1
2010,2,Qoryooley,2305,0,0.354666667,38.57059955,1.03,1.28,1.27,1.09
2010,3,Qoryooley,2305,19.877,0.361666667,39.17971971,1.73,1.35,1.49,1.63
2010,4,Qoryooley,2305,187.433,0.499333333,34.0661703,1.7,1.5,1.55,1.65
2010,5,Qoryooley,2305,62.278,0.624333333,30.84401791,1.36,1.44,1.4,1.38
2010,6,Qoryooley,2305,54.748,0.558,25.17980398,1.75,1.51,1.49,1.69
2010,7,Qoryooley,2305,0,0.514666667,28.86142071,1.54,1.41,1.45,1.51
2010,8,Qoryooley,2305,14.321,0.417666667,32.9831319,0.85,0.98,1.31,0.88
2010,9,Qoryooley,2305,8.305,0.339333333,36.81918931,1.39,0.72,1.2,1.22
2010,10,Qoryooley,2305,18.295,0.313666667,38.59108615,0.75,0.7,0.66,0.74
2010,11,Qoryooley,2305,0.203,0.323333333,38.89693792,0.26,0.61,0.54,0.35
2010,12,Qoryooley,2305,0,0.327666667,38.99522789,0.14,0.55,0.48,0.24
2011,1,Qoryooley,2305,0,0.309666667,39.05955378,0.18,0.55,0.45,0.28
2011,2,Qoryooley,2305,0,0.290666667,40.9789457,0.15,0.51,0.43,0.24
2011,3,Qoryooley,2305,0,0.266,42.19069909,0.1,0.51,0.48,0.2
2011,4,Qoryooley,2305,38.898,0.278333333,42.77462535,0.13,0.51,0.48,0.23
2011,5,Qoryooley,2305,88.573,0.393,35.08124206,0.59,0.52,0.45,0.57
2011,6,Qoryooley,2305,6.288,0.427666667,34.57458924,0.43,0.53,0.52,0.45
2011,7,Qoryooley,2305,7.439,0.320666667,31.29322066,0.4,0.51,0.5,0.43
2011,8,Qoryooley,2305,46.074,0.455333333,33.01106848,0.82,0.52,0.95,0.75
2011,9,Qoryooley,2305,2.326,0.354333333,38.83910544,0.81,0.56,0.53,0.75
2011,10,Qoryooley,2305,166.653,0.301333333,37.68460823,1.48,0.59,0.54,1.26
2011,11,Qoryooley,2305,96.267,0.552666667,33.3623859,1.69,0.56,0.53,1.41
2011,12,Qoryooley,2305,31.754,0.646333333,31.70313307,2.08,1.22,1.13,1.86
2012,1,Qoryooley,2305,0,0.503666667,35.52726879,2.36,1.32,1.23,2.1
2012,2,Qoryooley,2305,0.021,0.378333333,38.47625816,1.36,1.28,1.22,1.34
2012,3,Qoryooley,2305,2.369,0.316,40.61977427,1.21,1.36,0.7,1.25
2012,4,Qoryooley,2305,155.444,0.396333333,39.04814181,1.21,1,1.04,1.16
2012,5,Qoryooley,2305,72.411,0.567333333,30.18699203,1.66,0.99,1.35,1.5
2012,6,Qoryooley,2305,12.834,0.502666667,30.09038663,1.08,1.37,0.7,1.15
2012,7,Qoryooley,2305,0,0.420333333,31.68155088,0.67,0.88,0.64,0.72
2012,8,Qoryooley,2305,32.957,0.356,32.92494369,1.2,0.86,0.56,1.12
2012,9,Qoryooley,2305,2.359,0.319333333,36.20631017,0.96,1.31,0.6,1.05
2012,10,Qoryooley,2305,172.653,0.444,33.80976496,1.58,1.38,0.89,1.53
2012,11,Qoryooley,2305,75.38,0.611333333,31.30847247,1.09,1.28,1.17,1.14
2012,12,Qoryooley,2305,25.967,0.598333333,32.19160772,1.3,1.31,1.18,1.3
2013,1,Qoryooley,2305,0,0.469,37.03813881,2.13,0.7,1.22,1.78
2013,2,Qoryooley,2305,0.123,0.360666667,39.67289697,1.26,0.96,1.25,1.19
2013,3,Qoryooley,2305,24.412,0.36,41.71634563,2.11,0.69,1.48,1.76
2013,4,Qoryooley,2305,228.979,0.532,33.94230141,2.12,1.03,1.54,1.85
2013,5,Qoryooley,2305,42.952,0.655333333,28.10314027,1.44,1.44,1.43,1.44
2013,6,Qoryooley,2305,0.984,0.593,25.90455181,0.93,1.49,1.55,1.07
2013,7,Qoryooley,2305,0.385,0.497,29.85837437,0.82,1.38,1.49,0.96
2013,8,Qoryooley,2305,27.187,0.425,32.74694414,1.63,1.37,1.35,1.56
2013,9,Qoryooley,2305,5.722,0.350666667,37.56712296,1.5,0.73,1.24,1.31
2013,10,Qoryooley,2305,131.283,0.418,38.03945181,1.13,0.71,1.22,1.02
2013,11,Qoryooley,2305,90.289,0.604666667,30.59852292,1.33,1.12,1.27,1.28
2013,12,Qoryooley,2305,0.144,0.589333333,34.61003216,1.08,1.08,1.07,1.08
2014,1,Qoryooley,2305,0,0.435,37.60909008,1.02,0.65,0.62,0.93
2014,2,Qoryooley,2305,0.663,0.343666667,39.60263513,1.05,1.24,1.22,1.1
2014,3,Qoryooley,2305,5.113,0.32,40.76376145,0.94,1.3,1.22,1.03
2014,4,Qoryooley,2305,62.85,0.369,40.69528503,0.48,0.94,0.7,0.6
2014,5,Qoryooley,2305,52.54,0.508666667,32.86266922,0.4,0.62,0.62,0.45
2014,6,Qoryooley,2305,19.465,0.521333333,30.39595008,0.45,0.63,0.65,0.49
2014,7,Qoryooley,2305,67.091,0.422666667,32.0542221,1.15,0.58,0.62,1.01
2014,8,Qoryooley,2305,67.091,0.365333333,33.98629865,1.38,0.57,0.55,1.18
2014,9,Qoryooley,2305,2.967,0.331666667,36.19170536,0.67,1.23,0.59,0.81
2014,10,Qoryooley,2305,38.93,0.372333333,40.75234755,0.67,0.88,0.61,0.72
2014,11,Qoryooley,2305,95.396,0.52,32.00719212,1.51,1.01,0.56,1.39
2014,12,Qoryooley,2305,0,0.528666667,35.38460299,1.14,0.82,0.55,1.06
2015,1,Qoryooley,2305,0,0.393666667,37.77146382,0.82,0.62,0.55,0.77
2015,2,Qoryooley,2305,0,0.286333333,39.82391136,0.64,0.59,0.54,0.63
2015,3,Qoryooley,2305,4.182,0.310333333,42.88493131,0.58,0.59,0.63,0.58
2015,4,Qoryooley,2305,199.946,0.413666667,37.06573041,1.27,1.13,0.92,1.23
2015,5,Qoryooley,2305,45.754,0.566,32.84585182,1.12,0.88,1.21,1.06
2015,6,Qoryooley,2305,15.396,0.493,31.87130343,0.83,0.62,0.64,0.78
2015,7,Qoryooley,2305,0,0.366,31.92696819,0.73,0.58,0.61,0.69
2015,8,Qoryooley,2305,14.695,0.358,32.83174684,0.7,1,0.55,0.78
2015,9,Qoryooley,2305,0.343,0.460666667,35.52902642,0.68,1.28,1.08,0.83
2015,10,Qoryooley,2305,103.407,0.479333333,34.72467891,0.85,1.32,1.31,0.97
2015,11,Qoryooley,2305,99.284,0.641,30.53831875,1.22,1.26,1.23,1.23
2015,12,Qoryooley,2305,1.744,0.648,32.94457807,0.66,1.31,1.27,0.82
2016,1,Qoryooley,2305,0,0.466,37.36672363,0.88,0.99,1.33,0.91
2016,2,Qoryooley,2305,7.176,0.308666667,38.41143269,1.69,1.18,1.16,1.56
2016,3,Qoryooley,2305,0.075,0.281333333,42.42937646,1.23,0.97,0.73,1.17
2016,4,Qoryooley,2305,104.054,0.291333333,39.93053915,0.64,0.68,0.7,0.65
2016,5,Qoryooley,2305,55.882,0.499333333,33.97570678,0.54,0.63,0.6,0.56
2016,6,Qoryooley,2305,40.824,0.567333333,32.8307976,1.14,0.6,1.09,1
2016,7,Qoryooley,2305,0,0.502,29.75324836,1,0.99,1.22,1
2016,8,Qoryooley,2305,0,0.454,34.66446963,0.51,0.96,1.14,0.62
2016,9,Qoryooley,2305,0.139,0.347,37.12499944,0.5,0.6,1.09,0.52
2016,10,Qoryooley,2305,3.492,0.280666667,40.1716492,0.28,0.61,0.64,0.36
2016,11,Qoryooley,2305,64.797,0.278,38.62517813,0.29,0.54,0.54,0.35
2016,12,Qoryooley,2305,5.048,0.444666667,35.07169771,0.23,0.55,0.5,0.31
2017,1,Qoryooley,2305,0,0.496,38.46106679,0.31,0.56,1.01,0.37
2017,2,Qoryooley,2305,0,0.319,40.17462293,0.36,0.54,0.49,0.4
2017,3,Qoryooley,2305,0,0.267333333,44.01122524,0.32,0.53,0.55,0.37
2017,4,Qoryooley,2305,104.834,0.289,43.82907097,0.53,0.53,0.56,0.53
2017,5,Qoryooley,2305,59.904,0.340666667,34.91870141,0.55,0.54,0.52,0.54
2017,6,Qoryooley,2305,12.439,0.477,33.00086617,0.56,0.53,0.57,0.55
2017,7,Qoryooley,2305,0,0.415666667,33.07594254,0.49,0.5,0.53,0.49
2017,8,Qoryooley,2305,11.193,0.346333333,33.9840825,0.48,0.5,0.47,0.48
2017,9,Qoryooley,2305,2.471,0.329,39.74020035,0.47,0.54,0.52,0.49
2017,10,Qoryooley,2305,30.171,0.303,42.36862907,0.32,0.55,0.53,0.38
2017,11,Qoryooley,2305,105.182,0.346666667,36.96373494,0.6,0.5,0.49,0.58
2017,12,Qoryooley,2305,0,0.551,36.2248421,0.78,0.51,0.5,0.71
2018,1,Qoryooley,2305,0,0.375333333,37.73651222,0.61,0.54,0.49,0.59
2018,2,Qoryooley,2305,0,0.297,40.38788135,0.64,0.51,0.49,0.61
2018,3,Qoryooley,2305,15.487,0.284,41.81749589,0.89,0.54,0.56,0.8
2018,4,Qoryooley,2305,237.396,0.301,37.12478488,2.14,1.06,0.57,1.87
2018,5,Qoryooley,2305,186.336,0.537666667,28.82352035,2.77,1.3,0.57,2.4
2018,6,Qoryooley,2305,15.765,0.675,25.3597597,1.41,1.41,0.91,1.41
2018,7,Qoryooley,2305,22.412,0.619666667,30.07729107,1.84,0.66,1.35,1.55
2018,8,Qoryooley,2305,0.23,0.448,31.86909746,1.68,1.15,1.26,1.55
2018,9,Qoryooley,2305,0,0.386666667,38.5282934,1.13,1,1.4,1.09
2018,10,Qoryooley,2305,33.45,0.352,40.03180402,0.7,0.69,0.72,0.69
2018,11,Qoryooley,2305,44.256,0.526333333,34.82757442,0.31,0.61,0.66,0.39
2018,12,Qoryooley,2305,29.369,0.564333333,35.00593168,0.56,0.58,0.62,0.56
2019,1,Qoryooley,2305,0,0.400333333,38.63666868,0.44,0.6,0.59,0.48
2019,2,Qoryooley,2305,0.653,0.300666667,40.57931678,0.51,0.55,0.56,0.52
2019,3,Qoryooley,2305,28.219,0.290333333,42.07906681,0.99,0.57,0.63,0.88
2019,4,Qoryooley,2305,55.673,0.311666667,42.40675974,0.68,0.59,0.63,0.66
2019,5,Qoryooley,2305,138.181,0.460666667,33.92142857,1.6,0.57,0.56,1.34
2019,6,Qoryooley,2305,6.754,0.517333333,31.10895597,1.25,0.58,0.6,1.08
2019,7,Qoryooley,2305,25.053,0.463333333,29.43188876,1.4,1.12,0.83,1.33
2019,8,Qoryooley,2305,42.781,0.381333333,33.71346732,1.49,0.97,0.76,1.36
2019,9,Qoryooley,2305,14.059,0.373666667,36.73689491,1.39,0.61,0.59,1.19
2019,10,Qoryooley,2305,267.336,0.535,34.63504849,2.64,1.32,1.31,2.31
2019,11,Qoryooley,2305,129.187,0.669666667,30.64985808,2.5,1.27,1.29,2.19
2019,12,Qoryooley,2305,20.465,0.6667,31.62369146,2.94,1.33,1.33,2.54
2020,1,Qoryooley,2305,0,0.480333333,36.24909075,1.87,1.41,1.35,1.76
2020,2,Qoryooley,2305,0.99,0.340333333,38.93477226,3.92,1.37,1.36,3.28
2020,3,Qoryooley,2305,86.647,0.324333333,41.13206838,4.09,1,1.11,3.32
2020,4,Qoryooley,2305,150.845,0.500333333,38.19987242,2.31,1.02,1.11,1.99
2020,5,Qoryooley,2305,58.342,0.672333333,32.38669658,1,0.68,1.44,0.92
2020,6,Qoryooley,2305,70.915,0.503333333,32.46418286,1.99,0.65,0.74,1.65
2020,7,Qoryooley,2305,233.101,0.452,33.51492641,3.27,0.58,0.7,2.6
2020,8,Qoryooley,2305,31.77,0.517666667,31.88516606,3.13,0.82,1.31,2.56
2020,9,Qoryooley,2305,0.743,0.432666667,35.59270812,1.88,1.26,1.45,1.72
2020,10,Qoryooley,2305,117.107,0.352666667,37.73815047,2.73,0.9,0.7,2.27
2020,11,Qoryooley,2305,89.032,0.694,31.21148557,2.79,1.2,1.12,2.4
2020,12,Qoryooley,2305,5.176,0.745,33.39779076,2.44,1.25,1.37,2.14
2021,1,Qoryooley,2305,1.395423306,0.381333333,36.65915358,1.39,1.37,1.18,1.38
2021,2,Qoryooley,2305,0.537996692,0.274,38.00380087,1.39,1.32,0.64,1.37
2021,3,Qoryooley,2305,2.213726392,0.304333333,40.38175089,0.89,1.36,0.71,1
2021,4,Qoryooley,2305,52.53449075,0.328666667,38.38589443,0.46,1.42,0.72,0.7
2021,5,Qoryooley,2305,51.748,0.511666667,35.95371171,0.37,0.91,0.62,0.51
2021,6,Qoryooley,2305,23.23187796,0.511604901,33.63371653,0.42,0.62,0.61,0.47
2021,7,Qoryooley,2305,30.856,0.446666667,28.44851092,0.64,1.02,0.59,0.73
2021,8,Qoryooley,2305,19.57,0.347666667,34.58673108,0.79,0.98,0.54,0.84
2021,9,Qoryooley,2305,10.88,0.321333333,35.77054759,0.81,0.87,0.58,0.82
2021,10,Qoryooley,2305,31.25,0.44,37.54,0.46,0.62,1.24,0.5
2021,11,Qoryooley,2305,10.26,0.44,38.34,0.34,0.57,0.55,0.39
2021,12,Qoryooley,2305,9.59,0.53,35.33,0.35,0.58,0.54,0.4
2022,1,Qoryooley,2305,0,0.43,39.68,0.34,0.58,0.55,0.4
2022,2,Qoryooley,2305,0,0.23,38.78,0.3,1.14,0.53,0.51
2022,3,Qoryooley,2305,1.01,0.28,42.45,0.23,0.98,0.61,0.42
2022,4,Qoryooley,2305,51.25,0.3,36.96,0.23,0.85,0.59,0.38
2022,5,Qoryooley,2305,50.85,0.51,31.92218673,0.37,1.25,0.55,0.59
2022,6,Qoryooley,2305,25.47509211,0.474162357,34.28449922,0.41,0.61,0.58,0.46
2022,7,Qoryooley,2305,30.05639911,0.317563017,26.82793951,0.63,0.87,0.53,0.69
2022,8,Qoryooley,2305,16.89216248,0,32.69909262,0.77,1.21,0.42,0.88
2022,9,Qoryooley,2305,7.38015,0.37873,37.77017,0.78,0.92,0.47,0.82
2022,10,Qoryooley,2305,35.75726874,0.378731612,40.1274499,0.45,0.64,0.5,0.5
2022,11,Qoryooley,2305,35.50782,0.571729235,34.494,0.4,0.58,0.81,0.44
2022,12,Qoryooley,2305,7.59459,0.58275,34.56734929,0.41,0.6,0.68,0.46
2023,1,Qoryooley,2305,3.131895,0.465025,38.1093156,0.62,0.61,0.9,0.62
2023,2,Qoryooley,2305,0.5928,0.3394,39.4285,0.43,0.81,1.21,0.53
2023,3,Qoryooley,2305,6.64169765,0.586605465,40.62566047,0.38,1.2,1.52,0.59
2023,4,Qoryooley,2305,147.8204486,0.49387265,37.79184437,0.86,1.31,1.6,0.97
2023,5,Qoryooley,2305,11.05010974,0.611247471,33.64633643,0.98,0.63,1.48,0.9
2023,6,Qoryooley,2305,22.53014904,0.758467325,33.32965424,0.61,0.62,1.69,0.61
2023,7,Qoryooley,2305,13.70948854,0.177422184,32.19101584,0.56,0.58,1.28,0.57
2023,8,Qoryooley,2305,13.8339972,0.412785899,35.35695363,0.54,0.56,1.16,0.55
2023,9,Qoryooley,2305,7.244255827,0.423037355,36.02924582,1.07,0.85,1.35,1.01
2023,10,Qoryooley,2305,140.1417225,0.514291175,36.32603825,1.13,1.23,1.39,1.16
2023,11,Qoryooley,2305,140.7815827,0.775586703,28.89093712,1.75,1.21,1.34,1.62
2023,12,Qoryooley,2305,4.099922171,0.745505779,32.15977484,1.65,1.28,1.31,1.55
2024,1,Qoryooley,2305,1.068870007,0.622307022,34.54302043,1.73,1.41,1.52,1.65
2024,2,Qoryooley,2305,0.533175961,0.504227304,37.52478558,1.34,1.42,1.59,1.36
2024,3,Qoryooley,2305,10.38523983,0.429002526,38.68244013,2.1,1.5,1.86,1.95
2024,4,Qoryooley,2305,100.2079377,0.608092907,34.58015321,0.77,1.61,1.93,0.98
2024,5,Qoryooley,2305,60.74437277,0.71622404,31.05683439,0.57,1.51,1.74,0.8
2024,6,Qoryooley,2305,47.77825939,0.689908345,30.48515274,0.98,0.74,1.85,0.92
2024,7,Qoryooley,2305,22.48929048,0.656587307,27.66091363,1.34,1.19,1.79,1.3
2024,8,Qoryooley,2305,28.99900867,0.604223951,31.54928157,1.36,1.34,1.62,1.36
2024,9,Qoryooley,2305,7.304978976,0.551868196,34.52691681,1.31,1.43,1.79,1.34
2024,10,Qoryooley,2305,23.11727214,0.514298169,38.27853866,0.9,0.99,1.78,0.92
2024,11,Qoryooley,2305,45.81019009,0.516368006,36.76634065,0.46,0.62,1.09,0.5
2024,12,Qoryooley,2305,2.887803926,0.544570004,34.5504583,0.4,0.62,0.73,0.45
2025,1,Qoryooley,2305,1.080710554,0.450910513,34.65923873,0.9,1.32,0.69,1
2025,2,Qoryooley,2305,0,0,50,0.39,0.77,0.58,0.48
2025,3,Qoryooley,2305,19.97548298,0.363157848,37.5814069,0.56,0.8,1.25,0.62
2025,4,Qoryooley,2305,88.84234538,0.538767577,34.69696837,0.6,1.22,1.22,0.75
2025,5,Qoryooley,2305,133.5548176,0.704115753,30.60816402,0.71,1.18,1.11,0.83
2025,6,Qoryooley,2305,25.83874552,0.650466099,28.42907559,0.86,1.13,1.14,0.93
2025,7,Qoryooley,2305,30.53946176,0.565971654,29.46390347,0.98,0.96,1.07,0.97
2025,8,Qoryooley,2305,17.20696424,0.43543469,32.74473636,1.16,1.25,1.31,1.19
2025,9,Qoryooley,2305,7.625716104,0.394166275,35.36084408,1.29,1.42,1.54,1.283272896
2025,10,Qoryooley,2305,18.08742772,0.491528625,35.02207921,1.09,1.42,1.55,0.983809512
2025,11,Qoryooley,2305,20.01339843,0.526118973,34.75741666,0.45,1.11,1.16,0.657755108
2025,12,Qoryooley,2305,5.434500527,0.480052757,33.90060153,0.31,0.9,0.88,0.459222006
2001,1,Rab Dhuure,2505,0,0.164666667,43.78865073,0.03,0.5,0.95,0.15
2001,2,Rab Dhuure,2505,0,0.153333333,46.32344011,0.03,0.41,0.57,0.13
2001,3,Rab Dhuure,2505,2.34,0.155333333,48.68202262,0.06,0.35,0.53,0.13
2001,4,Rab Dhuure,2505,40.492,0.201666667,41.38897913,0.33,0.44,0.55,0.35
2001,5,Rab Dhuure,2505,0,0.202,36.89382087,0.3,0.54,0.58,0.36
2001,6,Rab Dhuure,2505,0,0.132333333,32.18599552,0.27,1.19,0.55,0.5
