year,month,district,pcode,rfe,ndvi,temp,pdi,tdi,vdi,cdi
2001,1,Adan Yabaal,2102,0.000,0.287,36.775,0.030,0.880,1.140,0.240
2001,2,Adan Yabaal,2102,0.000,0.235,38.471,0.030,0.550,1.120,0.160
2001,3,Adan Yabaal,2102,0.000,0.222,41.040,0.030,0.590,0.940,0.170
2001,4,Adan Yabaal,2102,108.253,0.294,38.437,1.050,1.160,1.120,1.080
2001,5,Adan Yabaal,2102,17.412,0.404,34.153,0.980,1.230,1.200,1.040
2001,6,Adan Yabaal,2102,0.000,0.288,33.700,0.630,0.640,1.130,0.630
2001,7,Adan Yabaal,2102,0.127,0.228,33.069,0.610,0.610,1.260,0.610
2001,8,Adan Yabaal,2102,0.982,0.221,36.892,0.550,0.620,1.200,0.570
2001,9,Adan Yabaal,2102,1.367,0.205,38.411,0.500,0.640,1.250,0.530
2001,10,Adan Yabaal,2102,54.534,0.261,40.376,0.300,0.570,0.870,0.370
2001,11,Adan Yabaal,2102,1.471,0.388,34.458,0.230,0.560,0.640,0.320
2001,12,Adan Yabaal,2102,33.249,0.425,32.125,0.630,1.160,0.970,0.760
2002,1,Adan Yabaal,2102,0.000,0.337,35.450,0.440,1.280,1.400,0.650
2002,2,Adan Yabaal,2102,0.000,0.251,37.811,0.500,1.210,1.330,0.680
2002,3,Adan Yabaal,2102,0.416,0.229,39.583,0.480,0.980,0.970,0.600
2002,4,Adan Yabaal,2102,123.846,0.295,38.478,1.260,1.190,0.970,1.240
2002,5,Adan Yabaal,2102,2.335,0.414,34.937,1.040,0.680,1.350,0.950
2002,6,Adan Yabaal,2102,13.086,0.326,33.897,1.200,0.660,1.390,1.070
2002,7,Adan Yabaal,2102,0.000,0.243,33.058,0.950,0.620,1.320,0.870
2002,8,Adan Yabaal,2102,7.674,0.213,35.989,0.640,0.630,1.240,0.640
2002,9,Adan Yabaal,2102,6.769,0.220,37.286,0.590,1.290,1.300,0.770
2002,10,Adan Yabaal,2102,112.719,0.339,36.122,0.950,1.220,1.340,1.020
2002,11,Adan Yabaal,2102,31.765,0.466,32.172,1.110,1.230,1.450,1.140
2002,12,Adan Yabaal,2102,42.263,0.470,32.279,1.080,1.260,1.540,1.130
2003,1,Adan Yabaal,2102,0.000,0.375,35.277,1.330,1.410,1.580,1.350
2003,2,Adan Yabaal,2102,0.000,0.289,37.657,1.030,1.310,1.530,1.100
2003,3,Adan Yabaal,2102,2.321,0.262,38.755,0.970,1.510,1.580,1.110
2003,4,Adan Yabaal,2102,144.181,0.327,38.444,2.000,1.430,1.560,1.850
2003,5,Adan Yabaal,2102,7.810,0.427,33.706,1.270,1.390,1.480,1.300
2003,6,Adan Yabaal,2102,22.588,0.326,30.712,1.510,1.410,1.500,1.480
2003,7,Adan Yabaal,2102,1.199,0.245,31.646,0.850,1.330,1.410,0.970
2003,8,Adan Yabaal,2102,5.032,0.220,35.499,0.790,1.370,1.300,0.930
2003,9,Adan Yabaal,2102,21.986,0.211,38.223,1.540,1.190,1.330,1.450
2003,10,Adan Yabaal,2102,9.172,0.226,40.220,0.390,0.620,1.090,0.440
2003,11,Adan Yabaal,2102,32.801,0.331,35.005,0.360,0.600,0.630,0.420
2003,12,Adan Yabaal,2102,28.688,0.418,33.705,0.670,1.170,1.310,0.800
2004,1,Adan Yabaal,2102,0.000,0.334,35.808,0.810,1.270,1.330,0.930
2004,2,Adan Yabaal,2102,0.000,0.262,37.721,0.510,1.180,1.270,0.680
2004,3,Adan Yabaal,2102,0.000,0.233,41.189,0.380,0.940,0.650,0.520
2004,4,Adan Yabaal,2102,70.986,0.282,39.256,0.610,0.650,0.940,0.620
2004,5,Adan Yabaal,2102,9.308,0.326,33.765,0.510,1.130,1.110,0.660
2004,6,Adan Yabaal,2102,0.181,0.259,35.045,0.410,0.910,0.640,0.540
2004,7,Adan Yabaal,2102,0.059,0.217,33.380,0.400,0.600,0.600,0.450
2004,8,Adan Yabaal,2102,0.054,0.195,35.080,0.360,1.070,0.550,0.540
2004,9,Adan Yabaal,2102,3.398,0.193,38.770,0.330,0.900,0.560,0.470
2004,10,Adan Yabaal,2102,69.905,0.282,37.161,0.330,1.190,1.130,0.540
2004,11,Adan Yabaal,2102,96.584,0.446,31.447,1.100,1.200,1.290,1.130
2004,12,Adan Yabaal,2102,10.348,0.497,32.273,0.980,1.250,1.450,1.040
2005,1,Adan Yabaal,2102,0.403,0.409,34.348,0.850,1.410,1.540,0.990
2005,3,Adan Yabaal,2102,3.927,0.270,40.178,1.110,0.770,1.640,1.030
2005,4,Adan Yabaal,2102,38.950,0.302,38.729,0.820,0.730,1.640,0.800
2005,5,Adan Yabaal,2102,41.769,0.402,34.266,1.070,1.400,1.550,1.150
2005,6,Adan Yabaal,2102,1.484,0.365,33.267,0.740,1.370,1.570,0.900
2005,7,Adan Yabaal,2102,0.000,0.258,32.334,0.510,1.280,1.440,0.700
2005,8,Adan Yabaal,2102,8.353,0.220,34.729,0.420,1.300,1.310,0.640
2005,9,Adan Yabaal,2102,17.665,0.210,37.448,0.420,1.330,1.330,0.650
2005,10,Adan Yabaal,2102,22.334,0.291,34.752,0.360,1.270,1.330,0.590
2005,11,Adan Yabaal,2102,9.846,0.431,32.098,0.240,1.280,1.430,0.500
2005,12,Adan Yabaal,2102,0.113,0.366,35.298,0.240,1.100,1.220,0.450
2006,1,Adan Yabaal,2102,0.000,0.282,36.623,0.290,0.690,0.690,0.390
2006,2,Adan Yabaal,2102,0.000,0.238,38.884,0.290,0.630,1.290,0.370
2006,3,Adan Yabaal,2102,0.995,0.228,39.117,0.200,1.250,1.150,0.460
2006,4,Adan Yabaal,2102,154.144,0.303,38.381,1.310,1.340,1.320,1.310
2006,5,Adan Yabaal,2102,10.566,0.385,34.606,0.760,1.110,1.250,0.850
2006,6,Adan Yabaal,2102,5.421,0.291,33.074,0.840,0.930,1.120,0.860
2006,7,Adan Yabaal,2102,0.520,0.220,32.715,0.820,0.620,0.630,0.770
2006,8,Adan Yabaal,2102,33.117,0.213,34.467,1.520,1.140,0.840,1.420
2006,9,Adan Yabaal,2102,5.928,0.218,36.190,1.130,1.350,1.240,1.180
2006,10,Adan Yabaal,2102,76.276,0.294,36.494,0.720,1.260,1.240,0.860
2006,11,Adan Yabaal,2102,55.073,0.450,31.641,1.320,1.280,1.360,1.310
2006,12,Adan Yabaal,2102,67.697,0.489,31.734,1.810,1.310,1.490,1.690
2007,1,Adan Yabaal,2102,0.000,0.388,34.589,1.920,1.470,1.560,1.800
2007,2,Adan Yabaal,2102,0.000,0.303,37.786,1.090,1.350,1.520,1.150
2007,3,Adan Yabaal,2102,3.488,0.266,38.698,1.040,1.530,1.580,1.160
2007,4,Adan Yabaal,2102,58.000,0.309,39.002,0.840,1.020,1.570,0.880
2007,5,Adan Yabaal,2102,30.697,0.403,34.524,0.730,0.980,1.480,0.800
2007,6,Adan Yabaal,2102,13.045,0.312,34.622,1.060,0.670,1.480,0.960
2007,7,Adan Yabaal,2102,0.231,0.244,34.126,0.890,0.610,1.380,0.820
2007,8,Adan Yabaal,2102,30.864,0.212,36.234,1.030,0.620,1.260,0.930
2007,9,Adan Yabaal,2102,50.619,0.202,37.755,1.400,0.890,0.640,1.270
2007,10,Adan Yabaal,2102,44.942,0.291,36.008,1.130,1.190,1.100,1.150
2007,11,Adan Yabaal,2102,20.629,0.389,33.837,0.600,0.590,1.150,0.600
2007,12,Adan Yabaal,2102,5.385,0.311,36.492,0.590,0.580,0.650,0.590
2008,1,Adan Yabaal,2102,0.000,0.252,36.204,0.720,0.650,0.630,0.700
2008,2,Adan Yabaal,2102,0.063,0.229,37.262,0.660,1.060,1.030,0.760
2008,3,Adan Yabaal,2102,1.968,0.219,41.065,0.390,0.690,1.060,0.470
2008,4,Adan Yabaal,2102,32.552,0.268,38.913,0.290,0.640,0.600,0.380
2008,5,Adan Yabaal,2102,28.348,0.341,33.275,0.330,0.910,0.560,0.470
2008,6,Adan Yabaal,2102,15.032,0.303,31.132,0.690,1.360,0.610,0.860
2008,7,Adan Yabaal,2102,0.014,0.226,31.904,0.390,1.290,1.200,0.610
2008,8,Adan Yabaal,2102,10.091,0.207,36.320,0.390,0.930,1.130,0.530
2008,9,Adan Yabaal,2102,27.064,0.227,38.148,0.760,0.670,1.200,0.740
2008,10,Adan Yabaal,2102,67.868,0.284,37.085,0.990,1.090,1.210,1.010
2008,11,Adan Yabaal,2102,5.475,0.331,35.654,0.470,0.600,1.110,0.510
2008,12,Adan Yabaal,2102,0.633,0.254,37.254,0.430,0.570,0.610,0.470
2009,1,Adan Yabaal,2102,0.000,0.209,37.665,0.530,0.610,0.580,0.550
2009,2,Adan Yabaal,2102,0.688,0.200,38.158,0.790,1.130,0.540,0.870
2009,3,Adan Yabaal,2102,0.000,0.205,40.218,0.570,0.640,0.540,0.590
2009,4,Adan Yabaal,2102,79.506,0.258,39.628,0.700,0.610,0.520,0.680
2009,5,Adan Yabaal,2102,29.761,0.341,34.689,0.730,0.610,0.510,0.700
2009,6,Adan Yabaal,2102,1.244,0.276,35.329,0.560,0.620,0.560,0.570
2009,7,Adan Yabaal,2102,2.480,0.208,31.442,0.550,0.860,0.560,0.630
2009,8,Adan Yabaal,2102,2.910,0.185,36.497,0.510,0.880,0.530,0.600
2009,9,Adan Yabaal,2102,20.150,0.181,38.680,0.910,0.630,0.550,0.840
2009,10,Adan Yabaal,2102,90.561,0.257,36.512,1.130,1.190,0.550,1.150
2009,11,Adan Yabaal,2102,7.118,0.382,33.779,0.820,1.180,0.600,0.910
2009,12,Adan Yabaal,2102,24.937,0.371,33.732,1.140,1.220,0.630,1.160
2010,1,Adan Yabaal,2102,0.000,0.290,36.372,0.970,0.660,0.640,0.890
2010,2,Adan Yabaal,2102,0.000,0.231,38.856,0.770,0.610,1.220,0.730
2010,3,Adan Yabaal,2102,10.856,0.231,39.543,0.690,0.700,0.900,0.700
2010,4,Adan Yabaal,2102,79.457,0.292,37.996,0.980,1.160,1.110,1.020
2010,5,Adan Yabaal,2102,19.747,0.348,34.244,0.620,1.320,1.060,0.800
2010,6,Adan Yabaal,2102,2.796,0.278,31.549,0.570,1.350,0.630,0.760
2010,7,Adan Yabaal,2102,0.077,0.221,33.671,0.550,1.090,0.600,0.680
2010,8,Adan Yabaal,2102,11.837,0.193,36.210,0.540,0.650,0.570,0.570
2010,9,Adan Yabaal,2102,57.910,0.186,38.402,0.930,0.660,0.580,0.860
2010,10,Adan Yabaal,2102,9.724,0.186,40.033,0.690,0.590,0.540,0.670
2010,11,Adan Yabaal,2102,0.000,0.189,38.976,0.320,0.550,0.510,0.380
2010,12,Adan Yabaal,2102,0.000,0.190,37.445,0.320,0.520,0.470,0.370
2011,1,Adan Yabaal,2102,0.000,0.185,36.922,0.390,0.570,0.440,0.430
2011,2,Adan Yabaal,2102,0.000,0.182,38.788,0.380,0.520,0.410,0.410
2011,3,Adan Yabaal,2102,0.000,0.173,39.929,0.080,0.600,0.410,0.210
2011,4,Adan Yabaal,2102,26.434,0.173,43.626,0.140,0.550,0.400,0.240
2011,5,Adan Yabaal,2102,76.796,0.249,34.405,0.680,1.160,0.410,0.800
2011,6,Adan Yabaal,2102,2.665,0.296,34.484,0.920,0.850,0.480,0.900
2011,7,Adan Yabaal,2102,5.670,0.170,32.157,0.540,1.000,0.470,0.660
2011,8,Adan Yabaal,2102,19.909,0.182,36.977,0.810,1.030,0.460,0.860
2011,9,Adan Yabaal,2102,26.756,0.166,39.266,1.210,0.600,0.480,1.060
2011,10,Adan Yabaal,2102,94.724,0.205,38.606,1.720,0.580,0.490,1.440
2011,11,Adan Yabaal,2102,34.090,0.369,33.488,1.190,1.150,0.560,1.180
2011,12,Adan Yabaal,2102,1.217,0.356,35.369,0.700,1.000,0.580,0.770
2012,1,Adan Yabaal,2102,0.000,0.257,36.358,0.830,0.620,0.590,0.780
2012,2,Adan Yabaal,2102,0.000,0.216,37.823,0.840,0.830,0.560,0.840
2012,3,Adan Yabaal,2102,0.715,0.202,40.290,0.680,0.680,0.580,0.680
2012,4,Adan Yabaal,2102,115.593,0.233,40.245,1.200,0.640,0.590,1.060
2012,5,Adan Yabaal,2102,46.629,0.308,35.246,1.510,0.620,0.550,1.290
2012,6,Adan Yabaal,2102,3.783,0.266,33.878,1.420,0.630,0.560,1.230
2012,7,Adan Yabaal,2102,1.135,0.222,33.769,0.800,0.590,0.780,0.750
2012,8,Adan Yabaal,2102,37.213,0.196,34.141,1.520,1.080,0.520,1.410
2012,9,Adan Yabaal,2102,25.484,0.203,39.067,1.740,0.890,0.550,1.530
2012,10,Adan Yabaal,2102,130.041,0.302,35.465,1.850,0.860,1.150,1.600
2012,11,Adan Yabaal,2102,3.380,0.384,33.779,1.290,1.210,0.640,1.270
2012,12,Adan Yabaal,2102,22.806,0.326,37.122,1.450,0.840,0.650,1.300
2013,1,Adan Yabaal,2102,0.000,0.261,36.439,1.020,0.650,0.640,0.930
2013,2,Adan Yabaal,2102,0.000,0.228,38.859,0.970,0.590,0.610,0.870
2013,3,Adan Yabaal,2102,18.416,0.268,39.401,1.560,1.190,1.110,1.460
2013,4,Adan Yabaal,2102,155.407,0.389,33.395,1.810,1.360,1.330,1.700
2013,5,Adan Yabaal,2102,6.135,0.378,35.054,1.310,0.660,1.280,1.150
2013,6,Adan Yabaal,2102,0.027,0.280,31.779,0.880,1.220,0.680,0.970
2013,7,Adan Yabaal,2102,1.123,0.240,32.859,0.860,1.150,1.160,0.930
2013,8,Adan Yabaal,2102,1.100,0.221,36.453,0.780,0.680,1.280,0.760
2013,9,Adan Yabaal,2102,39.416,0.216,40.408,1.340,0.670,1.310,1.170
2013,10,Adan Yabaal,2102,108.692,0.297,37.237,1.200,1.180,1.250,1.200
2013,11,Adan Yabaal,2102,51.420,0.435,32.006,1.500,1.200,1.360,1.430
2013,12,Adan Yabaal,2102,1.000,0.416,34.562,1.090,1.020,1.440,1.080
2014,1,Adan Yabaal,2102,0.000,0.315,36.929,0.940,0.640,1.450,0.870
2014,2,Adan Yabaal,2102,1.484,0.258,38.286,1.860,0.600,1.370,1.540
2014,3,Adan Yabaal,2102,0.186,0.236,39.513,1.450,0.710,1.220,1.270
2014,4,Adan Yabaal,2102,20.886,0.252,40.434,0.360,0.660,0.680,0.430
2014,5,Adan Yabaal,2102,47.203,0.333,35.663,0.680,0.620,0.630,0.670
2014,6,Adan Yabaal,2102,2.864,0.306,34.558,0.370,0.620,0.640,0.440
2014,7,Adan Yabaal,2102,30.624,0.232,33.432,0.710,0.590,1.060,0.680
2014,8,Adan Yabaal,2102,30.624,0.211,35.328,1.150,1.220,1.140,1.170
2014,9,Adan Yabaal,2102,58.701,0.205,39.287,1.460,0.860,1.170,1.310
2014,10,Adan Yabaal,2102,63.100,0.266,39.382,1.530,0.570,1.190,1.290
2014,11,Adan Yabaal,2102,29.416,0.378,33.443,0.800,1.140,0.650,0.890
2014,12,Adan Yabaal,2102,0.000,0.377,34.830,0.810,1.000,0.660,0.860
2015,1,Adan Yabaal,2102,0.000,0.284,36.824,0.850,0.630,0.660,0.800
2015,2,Adan Yabaal,2102,0.000,0.219,38.568,0.810,0.580,0.620,0.750
2015,3,Adan Yabaal,2102,3.488,0.225,40.063,0.510,0.670,0.630,0.550
2015,4,Adan Yabaal,2102,149.358,0.290,36.869,1.440,1.160,0.900,1.370
2015,5,Adan Yabaal,2102,14.539,0.402,34.992,1.330,0.920,1.240,1.230
2015,6,Adan Yabaal,2102,3.370,0.357,33.663,0.840,0.660,1.330,0.790
2015,7,Adan Yabaal,2102,0.475,0.250,32.373,0.820,1.080,1.310,0.880
2015,8,Adan Yabaal,2102,10.452,0.219,36.344,0.780,0.640,1.260,0.750
2015,9,Adan Yabaal,2102,16.566,0.211,38.589,0.740,0.650,1.310,0.720
2015,10,Adan Yabaal,2102,96.620,0.311,35.570,0.770,0.860,1.330,0.800
2015,11,Adan Yabaal,2102,49.194,0.497,31.986,1.320,1.230,1.480,1.300
2015,12,Adan Yabaal,2102,5.095,0.493,33.617,0.680,1.240,1.570,0.820
2016,1,Adan Yabaal,2102,0.000,0.318,35.703,0.830,1.370,1.560,0.970
2016,2,Adan Yabaal,2102,0.000,0.238,36.291,0.890,1.300,1.460,1.000
2016,3,Adan Yabaal,2102,0.000,0.230,40.463,0.780,0.740,1.060,0.770
2016,4,Adan Yabaal,2102,22.955,0.231,40.730,0.370,0.680,0.720,0.450
2016,5,Adan Yabaal,2102,52.141,0.345,35.402,0.540,0.650,0.640,0.570
2016,6,Adan Yabaal,2102,2.566,0.374,33.595,0.690,0.910,1.300,0.750
2016,7,Adan Yabaal,2102,0.675,0.254,32.573,0.390,1.220,1.260,0.600
2016,8,Adan Yabaal,2102,4.285,0.215,35.958,0.370,0.870,1.190,0.490
2016,9,Adan Yabaal,2102,19.701,0.196,37.155,0.570,0.900,1.070,0.650
2016,10,Adan Yabaal,2102,27.127,0.199,39.974,0.720,0.830,0.610,0.750
2016,11,Adan Yabaal,2102,1.438,0.262,35.529,0.220,0.580,0.610,0.310
2016,12,Adan Yabaal,2102,0.009,0.305,35.416,0.220,0.570,0.570,0.310
2017,1,Adan Yabaal,2102,0.000,0.258,38.062,0.270,0.610,0.550,0.350
2017,2,Adan Yabaal,2102,0.643,0.199,38.000,0.400,1.130,0.510,0.580
2017,3,Adan Yabaal,2102,0.167,0.190,41.299,0.250,0.890,0.520,0.410
2017,4,Adan Yabaal,2102,53.009,0.210,41.880,0.270,0.590,0.510,0.350
2017,5,Adan Yabaal,2102,35.049,0.246,35.503,0.420,0.590,0.490,0.460
2017,6,Adan Yabaal,2102,4.462,0.277,35.022,0.470,0.590,0.520,0.500
2017,7,Adan Yabaal,2102,2.529,0.161,32.214,0.470,1.150,0.490,0.640
2017,8,Adan Yabaal,2102,17.028,0.170,35.458,0.700,1.190,0.460,0.820
2017,9,Adan Yabaal,2102,6.815,0.174,37.613,0.650,1.240,0.480,0.800
2017,10,Adan Yabaal,2102,35.136,0.207,36.838,0.400,1.200,0.480,0.600
2017,11,Adan Yabaal,2102,90.629,0.264,37.145,1.170,0.820,0.510,1.090
2017,12,Adan Yabaal,2102,0.000,0.320,36.446,0.590,0.580,0.520,0.580
2018,1,Adan Yabaal,2102,0.000,0.228,36.049,0.710,0.630,0.530,0.690
2018,2,Adan Yabaal,2102,0.000,0.198,37.582,0.710,1.010,0.500,0.790
2018,3,Adan Yabaal,2102,11.068,0.189,39.417,0.710,1.330,0.510,0.870
2018,4,Adan Yabaal,2102,171.765,0.214,36.969,2.460,1.290,0.510,2.170
2018,5,Adan Yabaal,2102,74.538,0.376,32.614,2.330,1.340,1.060,2.080
2018,6,Adan Yabaal,2102,2.511,0.320,33.355,1.260,1.390,1.150,1.300
2018,7,Adan Yabaal,2102,36.873,0.257,34.814,2.800,1.100,1.180,2.370
2018,8,Adan Yabaal,2102,0.389,0.211,34.549,1.260,1.150,1.140,1.230
2018,9,Adan Yabaal,2102,29.439,0.202,38.571,2.060,0.670,0.850,1.710
2018,10,Adan Yabaal,2102,35.941,0.243,38.037,0.970,0.600,0.610,0.880
2018,11,Adan Yabaal,2102,46.738,0.332,35.831,0.990,0.570,0.630,0.880
2018,12,Adan Yabaal,2102,16.113,0.380,33.551,1.270,1.000,0.650,1.200
2019,1,Adan Yabaal,2102,0.000,0.283,37.362,1.060,1.110,0.630,1.070
2019,2,Adan Yabaal,2102,0.000,0.214,39.187,0.690,0.580,0.590,0.660
2019,3,Adan Yabaal,2102,44.407,0.206,40.440,1.480,0.660,0.600,1.280
2019,4,Adan Yabaal,2102,18.747,0.234,39.928,0.580,0.620,0.590,0.590
2019,5,Adan Yabaal,2102,98.566,0.330,34.841,1.630,0.620,0.570,1.380
2019,6,Adan Yabaal,2102,11.503,0.258,33.462,1.700,1.250,0.580,1.590
2019,7,Adan Yabaal,2102,61.512,0.241,33.830,2.220,0.830,0.800,1.880
2019,8,Adan Yabaal,2102,23.353,0.188,35.586,2.200,0.620,0.530,1.800
2019,9,Adan Yabaal,2102,0.000,0.183,37.374,1.410,0.900,0.550,1.280
2019,10,Adan Yabaal,2102,221.014,0.277,34.973,2.700,1.230,0.800,2.340
2019,11,Adan Yabaal,2102,244.249,0.462,31.718,4.100,1.250,1.300,3.390
2019,12,Adan Yabaal,2102,18.507,0.480,33.741,4.260,1.260,1.450,3.510
2020,1,Adan Yabaal,2102,0.176,0.379,34.723,3.290,1.420,1.500,2.820
2020,2,Adan Yabaal,2102,0.970,0.275,37.678,5.060,1.320,1.460,4.130
2020,3,Adan Yabaal,2102,108.983,0.243,41.703,5.970,0.740,1.520,4.660
2020,4,Adan Yabaal,2102,58.240,0.332,38.500,1.930,0.970,1.540,1.690
2020,5,Adan Yabaal,2102,37.683,0.483,35.975,2.040,0.650,1.510,1.690
2020,6,Adan Yabaal,2102,19.738,0.234,34.208,2.200,0.640,1.030,1.810
2020,7,Adan Yabaal,2102,139.059,0.209,35.495,3.420,0.580,0.670,2.710
2020,8,Adan Yabaal,2102,83.199,0.258,35.312,3.770,1.190,1.100,3.130
2020,9,Adan Yabaal,2102,0.213,0.196,38.807,1.800,1.060,1.130,1.620
2020,10,Adan Yabaal,2102,199.412,0.300,41.148,3.590,0.550,0.910,2.830
2020,11,Adan Yabaal,2102,45.814,0.549,31.746,3.560,1.130,1.410,2.950
2020,12,Adan Yabaal,2102,31.041,0.529,35.300,3.740,0.970,1.610,3.050
2021,1,Adan Yabaal,2102,2.384,0.241,35.549,3.340,0.910,1.110,2.730
2021,2,Adan Yabaal,2102,1.125,0.220,36.347,2.950,1.200,0.720,2.510
2021,3,Adan Yabaal,2102,9.479,0.228,39.941,1.470,0.980,0.740,1.350
2021,4,Adan Yabaal,2102,33.314,0.246,40.346,0.570,0.680,0.720,0.600
2021,5,Adan Yabaal,2102,45.952,0.342,36.482,0.810,0.630,0.620,0.770
2021,6,Adan Yabaal,2102,5.693,0.324,36.997,0.860,0.620,0.850,0.800
2021,7,Adan Yabaal,2102,19.798,0.164,31.095,0.790,1.030,0.820,0.850
2021,8,Adan Yabaal,2102,6.030,0.205,36.456,0.530,0.600,1.100,0.540
2021,9,Adan Yabaal,2102,2.570,0.210,37.585,0.440,0.860,1.140,0.550
2021,10,Adan Yabaal,2102,20.280,0.200,36.330,0.390,1.170,0.960,0.590
2021,11,Adan Yabaal,2102,3.800,0.380,37.360,0.230,0.990,0.600,0.420
2021,12,Adan Yabaal,2102,0.420,0.280,35.950,0.220,0.580,0.570,0.310
2022,1,Adan Yabaal,2102,0.000,0.200,38.010,0.180,0.610,0.570,0.290
2022,2,Adan Yabaal,2102,0.000,0.170,37.790,0.170,1.150,0.520,0.410
2022,3,Adan Yabaal,2102,3.460,0.190,39.610,0.170,1.130,0.520,0.410
2022,4,Adan Yabaal,2102,36.300,0.210,39.320,0.220,0.610,0.520,0.320
2022,5,Adan Yabaal,2102,43.330,0.270,34.277,0.560,1.250,0.460,0.730
2022,6,Adan Yabaal,2102,6.494,0.200,34.638,0.910,0.900,0.470,0.910
2022,7,Adan Yabaal,2102,27.579,0.137,29.679,1.140,1.270,0.450,1.170
2022,8,Adan Yabaal,2102,16.670,0.000,34.413,1.160,1.320,0.370,1.200
2022,9,Adan Yabaal,2102,1.600,0.159,35.748,0.720,1.370,0.380,0.880
2022,10,Adan Yabaal,2102,41.087,0.159,37.952,0.530,0.640,0.360,0.560
2022,11,Adan Yabaal,2102,36.178,0.368,34.237,0.490,0.630,0.420,0.520
2022,12,Adan Yabaal,2102,7.450,0.384,34.661,0.510,0.630,0.490,0.540
2023,1,Adan Yabaal,2102,2.900,0.338,35.373,1.010,0.960,0.770,1.000
2023,2,Adan Yabaal,2102,1.195,0.259,36.107,0.990,1.270,1.190,1.060
2023,3,Adan Yabaal,2102,23.138,0.514,36.635,1.170,1.470,1.460,1.250
2023,4,Adan Yabaal,2102,68.950,0.331,36.135,0.910,1.450,1.560,1.040
2023,5,Adan Yabaal,2102,8.248,0.367,35.587,0.520,0.710,0.750,0.570
2023,6,Adan Yabaal,2102,7.617,0.435,33.311,0.970,1.430,1.450,1.090
2023,7,Adan Yabaal,2102,13.911,0.068,32.268,1.030,1.340,0.740,1.110
2023,8,Adan Yabaal,2102,11.279,0.231,36.480,0.580,0.670,1.400,0.600
2023,9,Adan Yabaal,2102,1.518,0.227,36.887,0.430,1.330,1.260,0.660
2023,10,Adan Yabaal,2102,112.912,0.333,34.168,1.200,1.250,1.270,1.210
2023,11,Adan Yabaal,2102,161.675,0.511,29.885,2.270,1.300,1.450,2.030
2023,12,Adan Yabaal,2102,9.193,0.536,33.044,2.030,1.320,1.510,1.850
2024,1,Adan Yabaal,2102,2.824,0.465,33.831,1.960,1.480,1.740,1.840
2024,2,Adan Yabaal,2102,1.322,0.383,35.113,3.050,1.420,1.730,2.640
2024,3,Adan Yabaal,2102,17.591,0.340,37.657,3.100,1.650,1.840,2.740
2024,4,Adan Yabaal,2102,82.334,0.421,34.572,2.470,1.590,1.880,2.250
2024,5,Adan Yabaal,2102,71.099,0.536,33.028,1.680,1.530,1.830,1.650
2024,6,Adan Yabaal,2102,5.975,0.502,31.874,1.260,1.540,1.970,1.330
2024,7,Adan Yabaal,2102,22.776,0.384,29.390,1.910,1.460,1.910,1.800
2024,8,Adan Yabaal,2102,18.875,0.313,33.617,1.870,1.490,1.790,1.780
2024,9,Adan Yabaal,2102,1.610,0.300,34.212,1.090,1.530,1.850,1.200
2024,10,Adan Yabaal,2102,29.631,0.333,36.743,0.580,1.370,1.790,0.780
2024,11,Adan Yabaal,2102,23.423,0.390,34.646,0.390,0.670,1.540,0.460
2024,12,Adan Yabaal,2102,5.003,0.361,34.122,0.400,1.140,0.820,0.580
2025,1,Adan Yabaal,2102,2.868,0.286,33.380,0.790,1.440,0.750,0.950
2025,2,Adan Yabaal,2102,0.000,0.000,50.000,0.350,0.570,0.590,0.410
2025,3,Adan Yabaal,2102,53.228,0.246,34.139,1.200,0.950,1.170,1.130
2025,4,Adan Yabaal,2102,54.818,0.427,32.640,0.930,1.320,1.150,1.030
2025,5,Adan Yabaal,2102,47.199,0.494,32.802,0.980,1.280,1.070,1.060
2025,6,Adan Yabaal,2102,7.600,0.373,31.619,1.190,1.250,1.090,1.210
2025,7,Adan Yabaal,2102,26.913,0.269,31.520,1.700,1.080,1.050,1.540
2025,8,Adan Yabaal,2102,12.452,0.233,32.287,1.710,1.530,1.370,1.670
2025,9,Adan Yabaal,2102,1.785,0.238,34.128,0.820,1.550,1.540,1.359
2025,10,Adan Yabaal,2102,35.578,0.321,33.884,0.510,1.410,1.460,0.883
2025,11,Adan Yabaal,2102,16.070,0.413,33.344,0.380,1.380,1.490,0.716
2025,12,Adan Yabaal,2102,7.183,0.336,32.105,0.390,1.390,1.240,0.617
2001,1,Afgooye,2302,0.000,0.309,39.930,0.040,0.910,0.610,0.260
2001,2,Afgooye,2302,0.000,0.250,41.750,0.030,0.510,0.940,0.150
2001,3,Afgooye,2302,0.930,0.230,43.522,0.030,0.470,0.930,0.140
2001,4,Afgooye,2302,137.683,0.290,39.691,1.310,0.770,1.110,1.180
2001,5,Afgooye,2302,23.261,0.452,33.449,0.690,1.210,1.200,0.820
2001,6,Afgooye,2302,12.278,0.413,30.030,0.580,1.380,1.320,0.780
2001,7,Afgooye,2302,1.052,0.409,32.463,0.550,0.660,1.470,0.580
2001,8,Afgooye,2302,10.865,0.412,33.580,0.560,1.150,1.430,0.700
2001,9,Afgooye,2302,0.000,0.308,37.280,0.520,1.410,1.490,0.740
2001,10,Afgooye,2302,122.183,0.305,41.243,0.860,1.110,1.470,0.920
2001,11,Afgooye,2302,50.561,0.481,33.216,0.980,1.070,1.360,1.010
2001,12,Afgooye,2302,19.475,0.553,32.880,1.140,1.280,1.480,1.180
